Domain,Receive Time,Serial #,Type,Threat/Content Type,Config Version,Generate Time,Source address,Destination address,NAT Source IP,NAT Destination IP,Rule,Source User,Destination User,Application,Virtual System,Source Zone,Destination Zone,Inbound Interface,Outbound Interface,Log Action,Time Logged,Session ID,Repeat Count,Source Port,Destination Port,NAT Source Port,NAT Destination Port,Flags,IP Protocol,Action,URL,Threat/Content Name,Category,Severity,Direction
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,95.9.110.5,192.168.0.12,95.9.110.5,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,103596,1,80,50275,80,50275,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,195.246.112.10,192.168.0.12,195.246.112.10,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,67883,1,80,61401,80,61401,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,94.121.241.139,192.168.0.12,94.121.241.139,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,100628,1,80,26172,80,26172,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,78.188.12.59,192.168.0.12,78.188.12.59,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,91855,2,80,3427,80,3427,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,62.244.248.212,192.168.0.12,62.244.248.212,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,18375,2,80,21608,80,21608,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,78.167.79.188,192.168.0.12,78.167.79.188,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,94777,6,80,51277,80,51277,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,212.174.97.50,192.168.0.12,212.174.97.50,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,104241,1,80,2321,80,2321,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,81.6.104.194,192.168.0.12,81.6.104.194,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,89534,1,80,52750,80,52750,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,81.214.255.42,192.168.0.12,81.214.255.42,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,85646,2,80,1073,80,1073,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,78.169.133.2,192.168.0.12,78.169.133.2,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,78275,1,80,1463,80,1463,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,94.54.227.4,192.168.0.12,94.54.227.4,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,108946,1,80,49824,80,49824,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,78.188.102.218,192.168.0.12,78.188.102.218,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,98063,1,80,2947,80,2947,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,78.173.74.127,192.168.0.12,78.173.74.127,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,103324,5,80,56302,80,56302,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,85.96.230.247,192.168.0.12,85.96.230.247,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,114254,1,80,11154,80,11154,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,85.97.118.23,192.168.0.12,85.97.118.23,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,74246,1,80,4241,80,4241,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,95.10.73.254,192.168.0.12,95.10.73.254,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,85756,1,80,1561,80,1561,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,85.105.124.73,192.168.0.12,85.105.124.73,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,101480,1,80,3371,80,3371,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,78.169.19.139,192.168.0.12,78.169.19.139,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,105546,1,80,2148,80,2148,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,88.234.101.141,192.168.0.12,88.234.101.141,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,106162,1,80,50913,80,50913,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,85.102.52.8,192.168.0.12,85.102.52.8,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,95728,1,80,14951,80,14951,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,92.45.29.242,192.168.0.12,92.45.29.242,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,116970,1,80,1314,80,1314,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,212.156.205.55,192.168.0.12,212.156.205.55,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,100971,1,80,2731,80,2731,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,85.108.61.12,192.168.0.12,85.108.61.12,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,111046,2,80,25298,80,25298,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,78.160.201.126,192.168.0.12,78.160.201.126,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,106677,1,80,3945,80,3945,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,95.0.165.30,192.168.0.12,95.0.165.30,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,97435,5,80,36775,80,36775,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,85.99.254.5,192.168.0.12,85.99.254.5,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,98682,2,80,41144,80,41144,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,78.189.29.242,192.168.0.12,78.189.29.242,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,109369,1,80,14791,80,14791,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,85.97.119.132,192.168.0.12,85.97.119.132,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,88355,1,80,1602,80,1602,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,78.189.33.47,192.168.0.12,78.189.33.47,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,75239,2,80,50428,80,50428,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,94.54.253.13,192.168.0.12,94.54.253.13,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,99361,2,80,50155,80,50155,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,78.188.109.212,192.168.0.12,78.188.109.212,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,106619,1,80,50350,80,50350,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,78.176.63.169,192.168.0.12,78.176.63.169,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,107766,2,80,50412,80,50412,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,78.166.120.6,192.168.0.12,78.166.120.6,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,107275,1,80,11456,80,11456,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,88.255.219.86,192.168.0.12,88.255.219.86,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,98839,1,80,59135,80,59135,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,168.224.160.14,192.168.0.12,168.224.160.14,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,115113,2,80,11926,80,11926,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,88.233.247.21,192.168.0.12,88.233.247.21,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,106285,1,80,1363,80,1363,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,109.228.247.114,192.168.0.12,109.228.247.114,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,106251,1,80,19921,80,19921,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,88.252.243.112,192.168.0.12,88.252.243.112,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,112669,3,80,2026,80,2026,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,88.250.114.180,192.168.0.12,88.250.114.180,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,111537,2,80,4016,80,4016,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,88.235.45.225,192.168.0.12,88.235.45.225,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,100868,1,80,23962,80,23962,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,91.93.243.228,192.168.0.12,91.93.243.228,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,112918,1,80,50206,80,50206,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,78.168.0.135,192.168.0.12,78.168.0.135,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,106309,2,80,50598,80,50598,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,213.148.68.2,192.168.0.12,213.148.68.2,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,106868,1,80,31289,80,31289,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,78.182.72.193,192.168.0.12,78.182.72.193,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,102477,1,80,56742,80,56742,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,78.180.92.14,192.168.0.12,78.180.92.14,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,120632,1,80,52116,80,52116,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,78.191.193.139,192.168.0.12,78.191.193.139,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,105635,1,80,56609,80,56609,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,78.184.164.63,192.168.0.12,78.184.164.63,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,110154,1,80,3689,80,3689,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,88.244.62.207,192.168.0.12,88.244.62.207,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,106798,1,80,3619,80,3619,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,82.222.21.131,192.168.0.12,82.222.21.131,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,104229,2,80,29138,80,29138,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,85.105.28.153,192.168.0.12,85.105.28.153,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,94222,1,80,52248,80,52248,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,85.96.146.45,192.168.0.12,85.96.146.45,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,98259,1,80,16240,80,16240,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,85.96.47.95,192.168.0.12,85.96.47.95,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,103259,1,80,49315,80,49315,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,94.123.141.38,192.168.0.12,94.123.141.38,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,104658,1,80,3793,80,3793,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,95.7.72.89,192.168.0.12,95.7.72.89,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,108182,1,80,1930,80,1930,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,78.186.205.7,192.168.0.12,78.186.205.7,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,111967,2,80,4307,80,4307,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,78.163.2.246,192.168.0.12,78.163.2.246,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,113666,1,80,3461,80,3461,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,78.186.15.174,192.168.0.12,78.186.15.174,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,107810,2,80,3174,80,3174,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,212.174.135.66,192.168.0.12,212.174.135.66,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,112959,1,80,23167,80,23167,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,88.249.97.203,192.168.0.12,88.249.97.203,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,79489,1,80,3238,80,3238,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,212.156.167.29,192.168.0.12,212.156.167.29,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,20291,1,80,52209,80,52209,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,212.174.62.68,192.168.0.12,212.174.62.68,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,106489,1,80,1256,80,1256,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,213.194.95.222,192.168.0.12,213.194.95.222,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,101866,1,80,1612,80,1612,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,88.246.205.242,192.168.0.12,88.246.205.242,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,91177,1,80,13192,80,13192,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,88.241.135.35,192.168.0.12,88.241.135.35,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,101166,1,80,50493,80,50493,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,88.234.121.183,192.168.0.12,88.234.121.183,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,103334,1,80,50382,80,50382,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,212.253.42.85,192.168.0.12,212.253.42.85,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,109881,1,80,56042,80,56042,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
1,2011/01/25 14:16:00,0004C100832,THREAT,vulnerability,2,2011/01/25 14:15:55,193.189.142.32,85.105.208.153,192.168.0.12,85.105.208.153,Dis_Web_Server_erisim,,,web-browsing,vsys1,DMZ,Internet,ethernet1/1,ethernet1/4,,2011/01/25 14:16:00,109212,1,80,3834,80,3834,0x40,tcp,alert,,HTTP Non RFC-Compliant Response Found(32880),any,informational,server-to-client
